flags,utterance,category,intent
BILCZ,"the event waspostponed, how can I request a reimbursement?",REFUNDS,get_refund
BILZ,how can i fequest a reimbursement?,REFUNDS,get_refund
BLC,"the game was postponed, request a reimbursement",REFUNDS,get_refund
BIQC,"the event was postponed, what can I do?",REFUNDS,get_refund
BILQC,"the show was postponed, what should I do to obtain a refund?",REFUNDS,get_refund
BILQC,"I want to request a refund, what should I do?",REFUNDS,get_refund
BILCZ,"I want a refund, how do  requesg one?",REFUNDS,get_refund
BILQD,can u ask an agent how to receive a reimbursement?,REFUNDS,get_refund
BILQC,"the concert was cancelled, what can I do to obtain a refund?",REFUNDS,get_refund
BIPLDZ,"can you ask an agent torequest an reimbursement, please?",REFUNDS,get_refund
BILQC,"i wanna obtain a reimbursement, what should i do?",REFUNDS,get_refund
BILC,"the event was postponed, what should I do to obtain a refund?",REFUNDS,get_refund
BLQC,the concert was cancelled and I want to obtain a refund,REFUNDS,get_refund
BILC,"the concert was postponed, how do I obtain a refund?",REFUNDS,get_refund
BILQCZ,"i want to obtain a refund, what should i do ?",REFUNDS,get_refund
BILQC,"the show was postponed, can I request a refund?",REFUNDS,get_refund
BPLQC,"the concert was cancelled and id like to obtain a reimbursement, please",REFUNDS,get_refund
BILC,"the concert was postponed, can I request a reimbursement?",REFUNDS,get_refund
BILCZ,"the concert was cancelled , what swhould I do?",REFUNDS,get_refund
BILC,"I want a reimbursement, how do I obtain one?",REFUNDS,get_refund
BLQC,"I want a refund, request one",REFUNDS,get_refund
BILQD,can u ask an agent what i can request a reimbursement for?,REFUNDS,get_refund
BIL,where can I receive a refund?,REFUNDS,get_refund
BIL,what can I obtain a refund for?,REFUNDS,get_refund
BIPLC,"I want a refund, how could I obtain one?",REFUNDS,get_refund
BILQCZ,"i want a refund , what can i do to obtain one?",REFUNDS,get_refund
BLC,"the game was postponed, help me obtain a refund",REFUNDS,get_refund
BILCZ,"the concert was cancelled, can I request an refund?",REFUNDS,get_refund
BIPLC,"I'd like a refund, can I obtain one?",REFUNDS,get_refund
BIL,where do I request a refund?,REFUNDS,get_refund
BLC,"the game was postponed, help me request a reimbursement",REFUNDS,get_refund
BILQC,"the event was cancelled, how can I get a reimbursement?",REFUNDS,get_refund
BLCZ,"the event was cancelled, request an reimbursement",REFUNDS,get_refund
BILC,"i want a reimbursement, can i get one?",REFUNDS,get_refund
BLC,"the game was postponed, obtain a reimbursement",REFUNDS,get_refund
BIC,"i need a refund, what should i do to get one?",REFUNDS,get_refund
BLC,the concert was postponed and I want to obtain a reimbursement,REFUNDS,get_refund
BLC,the show was postponed and i want to get a refund,REFUNDS,get_refund
BILQC,"the concert was postponed, what can I do to request a refund?",REFUNDS,get_refund
BLC,"I want a reimbursement, help me get one",REFUNDS,get_refund
BL,I want to get a reimbursement,REFUNDS,get_refund
BPLECZ,"I would like a reimbursement, help me obtain onhe",REFUNDS,get_refund
BILC,"i need a refund, what do i have to do to obtain one?",REFUNDS,get_refund
BILC,"the game was postponed, how do i obtain a reimbursement?",REFUNDS,get_refund
BILC,"I want a reimbursement, how do I get one?",REFUNDS,get_refund
BILCZ,"I want a reimburdement, what can I do ?",REFUNDS,get_refund
BIPLQD,could u ask an agent how i can receive a reimbursement?,REFUNDS,get_refund
BIL,what can I obtain a reimbursement for?,REFUNDS,get_refund
BILC,"the game was cancelled, how can i request a reimbursement?",REFUNDS,get_refund
BIPLQC,"I need a reimbursement, can I request one, please?",REFUNDS,get_refund
BILQDZ,can u ask an agent how  can obtain a reimbursement?,REFUNDS,get_refund
BILQCZ,"I want a refumd, can I request one?",REFUNDS,get_refund
BILC,"the event was postponed, how do I request a reimbursement?",REFUNDS,get_refund
BLC,"the concert was cancelled, help me get a reimbursement",REFUNDS,get_refund
BILC,"the show was cancelled, how do I obtain a refund?",REFUNDS,get_refund
BILC,"I want a refund, what should I do to obtain one?",REFUNDS,get_refund
BPLWCZ,"the show was cancelled and I'd like to obain a fucking reimbursement, please",REFUNDS,get_refund
BILCZ,"thje game was postponed, can you help me?",REFUNDS,get_refund
BL,help me get a reimbursement,REFUNDS,get_refund
BILC,"the concert was postponed, how do I request a reimbursement?",REFUNDS,get_refund
BLQC,the concert was postponed and I want to get a reimbursement,REFUNDS,get_refund
BIQC,"I want a refund, what can I do?",REFUNDS,get_refund
BILQDZ,can u  ask an agent where to request a reimbursement?,REFUNDS,get_refund
BILC,"the game was postponed, can i obtain a reimbursement?",REFUNDS,get_refund
BILQC,"the concert was postponed, what do i have to do to obtain a refund?",REFUNDS,get_refund
BIPLQD,"could u ask an agent where i could obtain a reimbursement, please?",REFUNDS,get_refund
BILQC,"the concert was postponed, can I obtain a reimbursement?",REFUNDS,get_refund
BILQCZ,"the show was cancelled, hat should I do to get a reimbursement?",REFUNDS,get_refund
BILQ,where can I request a reimbursement?,REFUNDS,get_refund
BILQC,"I need a reimbursement, what can I do to obtain one?",REFUNDS,get_refund
BILQC,"the concert was postponed, what should I do to get a reimbursement?",REFUNDS,get_refund
BLQC,"I need a reimbursement, obtain one",REFUNDS,get_refund
BLQC,the concert was cancelled and i wanna get a refund,REFUNDS,get_refund
BILQC,"I want a reimbursement, what should I do?",REFUNDS,get_refund
BILQC,"the concert was postponed, can I get a refund?",REFUNDS,get_refund
BICZ,"the event was postponed, how can I get an refnd?",REFUNDS,get_refund
BLD,ask an agent how to request a reimbursement,REFUNDS,get_refund
BPLQWC,"the fucking event was postponed and id like to obtain a refund, please",REFUNDS,get_refund
BILCZ,"the event was cancelled , what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BILCZ,"the show was postponed, can I obgain a reimbursement?",REFUNDS,get_refund
BILC,"I want to request a refund, can you help me?",REFUNDS,get_refund
BLQC,the event was cancelled and I want to get a reimbursement,REFUNDS,get_refund
BLC,the game was cancelled and i want to get a reimbursement,REFUNDS,get_refund
BILQC,"the show was postponed, can u help me?",REFUNDS,get_refund
BILQC,"the show was cancelled, can i request a refund?",REFUNDS,get_refund
BQCZ,"i want a refund, help me egt one",REFUNDS,get_refund
BILQC,"the concert was cancelled, what do I have to do to request a reimbursement?",REFUNDS,get_refund
BILQC,"the game was cancelled, how can I request a refund?",REFUNDS,get_refund
BILC,"I want to request a reimbursement, what should I do?",REFUNDS,get_refund
BILC,"the game was postponed, how can I request a refund?",REFUNDS,get_refund
BLC,the game was cancelled and I want to request a refund,REFUNDS,get_refund
BLC,"the show was postponed, help me request a reimbursement",REFUNDS,get_refund
BILC,"the concert was cancelled, how do I request a reimbursement?",REFUNDS,get_refund
BL,help me obtain a reimbursement,REFUNDS,get_refund
BIPLQWCZ,"id like t request a fucking reimbursement, can u help me?",REFUNDS,get_refund
BIPLC,"the show was postponed, how could I obtain a refund?",REFUNDS,get_refund
BL,help me receive a reimbursement,REFUNDS,get_refund
BILQC,"I want a reimbursement, what do I have to do to get one?",REFUNDS,get_refund
BLC,"the game was postponed, help me request a refund",REFUNDS,get_refund
BILQWC,"the concert was cancelled, how can I request a fucking refund?",REFUNDS,get_refund
BILQC,"the event was cancelled, how do I obtain a reimbursement?",REFUNDS,get_refund
BICZ,"Iwant a refund, what can I do to get one?",REFUNDS,get_refund
BLCZ,"I want a reimbursement, help me request onme",REFUNDS,get_refund
BIPD,"please, can you ask an agent where I could get a refund?",REFUNDS,get_refund
BIPQC,"i want a refund, can i get one, please?",REFUNDS,get_refund
BILC,"the concert was cancelled, what can I do to obtain a reimbursement?",REFUNDS,get_refund
BILCZ,"the event was ostponed, how can I request a refvund?",REFUNDS,get_refund
BLQCZ,the event was postponed and I want to get a reimbursemenmt,REFUNDS,get_refund
BILQC,"the concert was cancelled, what should I do to obtain a reimbursement?",REFUNDS,get_refund
BPLD,"please, ask an agent to request a reimbursement",REFUNDS,get_refund
BILC,"the event was postponed, can I get a reimbursement?",REFUNDS,get_refund
BILQ,where can i request a refund?,REFUNDS,get_refund
BILC,"the show was cancelled, how can I get a refund?",REFUNDS,get_refund
BLC,the concert was postponed and i want to obtain a refund,REFUNDS,get_refund
BILQC,"the event was cancelled, can I obtain a refund?",REFUNDS,get_refund
BILC,"the concert was cancelled, what can I do to request a reimbursement?",REFUNDS,get_refund
BILQC,"the event was postponed, what should I do to get a reimbursement?",REFUNDS,get_refund
BILQC,"the game was cancelled, what can I do to request a reimbursement?",REFUNDS,get_refund
BIPLQD,"could u ask an agent what i can request a refund for, please?",REFUNDS,get_refund
BILC,"i need a reimbursement, what can i do?",REFUNDS,get_refund
BILC,"the show was postponed, can I request a reimbursement?",REFUNDS,get_refund
BLQC,"I want a reimbursement, help me obtain one",REFUNDS,get_refund
BILC,"the event was postponed, how do I get a reimbursement?",REFUNDS,get_refund
BILCZ,"the event was postponed, what do I have to do to get an reimbursement?",REFUNDS,get_refund
BQC,"i want a refund, get one",REFUNDS,get_refund
BLQC,the concert was cancelled and I want to request a refund,REFUNDS,get_refund
BILC,"the concert was cancelled, what do I have to do?",REFUNDS,get_refund
BILC,"I need a reimbursement, what do I have to do to get one?",REFUNDS,get_refund
BILC,"the show was cancelled, what do i have to do?",REFUNDS,get_refund
BILQC,"the game was postponed, what do I have to do to get a refund?",REFUNDS,get_refund
BLC,the game was postponed and I want to request a refund,REFUNDS,get_refund
BILQC,"the game was postponed, what do I have to do to get a reimbursement?",REFUNDS,get_refund
BIPLQDW,"please, can u ask an agent where i can obtain a fucking reimbursement?",REFUNDS,get_refund
BILC,"the game was postponed, how do i get a reimbursement?",REFUNDS,get_refund
BLCZ,"the event was cancelled  , obtain a reimbursement",REFUNDS,get_refund
BILC,"I need a reimbursement, what can I do?",REFUNDS,get_refund
BILQC,"the game was cancelled, what do i have to do?",REFUNDS,get_refund
BILC,"the game was postponed, how do I get a reimbursement?",REFUNDS,get_refund
BILC,"the event was cancelled, what do I have to do to request a reimbursement?",REFUNDS,get_refund
BILQC,"the event was postponed, can I request a reimbursement?",REFUNDS,get_refund
BIL,where do I obtain a refund?,REFUNDS,get_refund
BILQWC,"the fucking event was cancelled, what can I do to obtain a reimbursement?",REFUNDS,get_refund
BILWCZ,"i want to get a fucking reimbursement , what should  i do?",REFUNDS,get_refund
BILC,"the game was postponed, how do I request a refund?",REFUNDS,get_refund
BILQDZ,can uask an agent if i can obtain a refund ?,REFUNDS,get_refund
BILC,"the concert was cancelled, can i get a refund?",REFUNDS,get_refund
BIPLDZ,"please, can you ask an agent where I could get a rembursement?",REFUNDS,get_refund
BILQC,"the game was postponed, what should I do to get a refund?",REFUNDS,get_refund
BILQC,"the event was cancelled, what should I do to get a reimbursement?",REFUNDS,get_refund
BILC,"the show was postponed, what can i do to obtain a refund?",REFUNDS,get_refund
BPLD,"please, ask an agent when I will get a reimbursement",REFUNDS,get_refund
BILQD,can u ask an agent how i can receive a refund?,REFUNDS,get_refund
BILQC,"I need a reimbursement, how can I request one?",REFUNDS,get_refund
BLC,"the concert was postponed, request a refund",REFUNDS,get_refund
BP,"help me get a refund, please",REFUNDS,get_refund
BILQC,"the game was cancelled, what do i have to do to obtain a reimbursement?",REFUNDS,get_refund
BL,I want to request a reimbursement,REFUNDS,get_refund
BILQC,"the game was cancelled, what can I do to request a refund?",REFUNDS,get_refund
BLQC,the show was postponed and I want to get a reimbursement,REFUNDS,get_refund
BILC,"the concert was postponed, how do i request a refund?",REFUNDS,get_refund
BILQC,"the event was cancelled, how do I get a reimbursement?",REFUNDS,get_refund
